,word,output0,output1,output2,output3,output0_label,output1_label,output2_label,output3_label
8023,fear,0.45,0.11,0.33,0.29,38,4,13,20
8024,feared,0.45,0.11,0.33,0.29,38,4,13,20
8025,fearful,0.45,0.11,0.33,0.29,38,4,13,20
8026,fearless,0.01,0.03,0.0,0.01,1,1,0,1
8027,fearlessly,0.01,0.03,0.0,0.01,1,1,0,1
8028,fears,0.45,0.11,0.33,0.29,38,4,13,20
8029,fearsgoldberg,0.01,0.0,0.0,0.0,1,0,0,0
8030,fearshe,0.0,0.0,0.03,0.0,0,0,1,0
8031,fearthat,0.0,0.0,0.0,0.01,0,0,0,1
8032,fearwhich,0.0,0.0,0.03,0.0,0,0,1,0
8033,feast,0.05,0.03,0.05,0.0,4,1,2,0
8034,feasting,0.05,0.03,0.05,0.0,4,1,2,0
8035,feat,0.04,0.03,0.0,0.03,3,1,0,2
8036,feather,0.08,0.05,0.03,0.04,7,2,1,3
8037,featherbedding,0.0,0.0,0.03,0.0,0,0,1,0
8038,feathered,0.08,0.05,0.03,0.04,7,2,1,3
8039,feathers,0.08,0.05,0.03,0.04,7,2,1,3
8040,feats,0.04,0.03,0.0,0.03,3,1,0,2
8041,feature,0.19,0.16,0.28,0.12,16,6,11,8
8042,featured,0.19,0.16,0.28,0.12,16,6,11,8
8043,features,0.19,0.16,0.28,0.12,16,6,11,8
8044,featuring,0.19,0.16,0.28,0.12,16,6,11,8
8045,february,0.04,0.08,0.0,0.06,3,3,0,4
8046,feces,0.0,0.0,0.0,0.01,0,0,0,1
8047,fecundity,0.0,0.0,0.0,0.03,0,0,0,2
8048,fed,0.0,0.03,0.0,0.03,0,1,0,2
8049,federation,0.02,0.0,0.0,0.0,2,0,0,0
8050,fee,0.0,0.0,0.05,0.0,0,0,2,0
8051,feed,0.04,0.11,0.1,0.03,3,4,4,2
8052,feedback,0.0,0.03,0.0,0.06,0,1,0,4
8053,feeding,0.04,0.11,0.1,0.03,3,4,4,2
8054,feeds,0.04,0.11,0.1,0.03,3,4,4,2
8055,feel,1.16,1.26,1.38,1.16,99,48,54,80
8056,feelers,0.0,0.0,0.0,0.01,0,0,0,1
8057,feeling,1.16,1.26,1.38,1.16,99,48,54,80
8058,feelings,1.16,1.26,1.38,1.16,99,48,54,80
8059,feelingsand,0.01,0.0,0.0,0.0,1,0,0,0
8060,feelingsuch,0.0,0.03,0.0,0.0,0,1,0,0
8061,feels,1.16,1.26,1.38,1.16,99,48,54,80
8062,feelsa,0.0,0.0,0.03,0.0,0,0,1,0
8063,feet,0.11,0.13,0.1,0.09,9,5,4,6
8064,feetto,0.0,0.0,0.0,0.01,0,0,0,1
8065,feints,0.02,0.0,0.0,0.0,2,0,0,0
8066,feldman,0.0,0.03,0.0,0.0,0,1,0,0
8067,fell,0.02,0.34,0.08,0.01,2,13,3,1
8068,felled,0.02,0.34,0.08,0.01,2,13,3,1
8069,fellow,0.12,0.13,0.15,0.01,10,5,6,1
8070,fellows,0.12,0.13,0.15,0.01,10,5,6,1
8071,fellowship,0.04,0.11,0.03,0.01,3,4,1,1
8072,fellowships,0.04,0.11,0.03,0.01,3,4,1,1
8073,fellowwitness,0.0,0.0,0.03,0.0,0,0,1,0
8074,fells,0.02,0.34,0.08,0.01,2,13,3,1
8075,felsenthal,0.0,0.08,0.0,0.0,0,3,0,0
8076,felsenthals,0.0,0.08,0.0,0.0,0,3,0,0
8077,felt,0.24,0.29,0.23,0.16,20,11,9,11
8078,female,0.25,0.0,0.13,0.04,21,0,5,3
8079,females,0.25,0.0,0.13,0.04,21,0,5,3
8080,femalesno,0.01,0.0,0.0,0.0,1,0,0,0
8081,feminaries,0.01,0.0,0.0,0.0,1,0,0,0
8082,feminine,0.14,0.0,0.05,0.0,12,0,2,0
8083,femininity,0.14,0.0,0.05,0.0,12,0,2,0
8084,femininitynot,0.01,0.0,0.0,0.0,1,0,0,0
8085,feminism,0.01,0.0,0.0,0.0,1,0,0,0
8086,feminist,0.13,0.0,0.03,0.01,11,0,1,1
8087,feminists,0.13,0.0,0.03,0.01,11,0,1,1
8088,fence,0.04,0.0,0.28,0.04,3,0,11,3
8089,fences,0.04,0.0,0.28,0.04,3,0,11,3
8090,fend,0.01,0.0,0.03,0.01,1,0,1,1
8091,fending,0.01,0.0,0.03,0.01,1,0,1,1
8092,fenix,0.0,0.03,0.0,0.0,0,1,0,0
8093,fer,0.0,0.0,0.0,0.01,0,0,0,1
8094,feral,0.05,0.0,0.0,0.0,4,0,0,0
8095,ferguson,0.0,0.34,0.0,0.0,0,13,0,0
8096,fergusons,0.0,0.34,0.0,0.0,0,13,0,0
8097,ferlinghetti,0.0,0.03,0.0,0.03,0,1,0,2
8098,fermoy,0.0,0.0,0.03,0.0,0,0,1,0
8099,fern,0.02,0.03,0.0,0.0,2,1,0,0
8100,fernandez,0.0,0.0,0.0,0.09,0,0,0,6
8101,fernandezs,0.0,0.0,0.0,0.09,0,0,0,6
8102,fernando,0.0,0.0,0.0,0.03,0,0,0,2
8103,ferns,0.02,0.03,0.0,0.0,2,1,0,0
8104,ferociously,0.0,0.0,0.03,0.0,0,0,1,0
8105,ferocity,0.01,0.0,0.0,0.0,1,0,0,0
8106,ferries,0.04,0.0,0.03,0.06,3,0,1,4
8107,ferris,0.04,0.0,0.03,0.06,3,0,1,4
8108,ferry,0.04,0.0,0.03,0.06,3,0,1,4
8109,fertile,0.0,0.0,0.03,0.01,0,0,1,1
8110,fertility,0.0,0.0,0.03,0.01,0,0,1,1
8111,fervent,0.01,0.0,0.05,0.0,1,0,2,0
8112,fervor,0.01,0.0,0.0,0.03,1,0,0,2
8113,festival,0.01,0.05,0.03,0.01,1,2,1,1
8114,fetch,0.01,0.03,0.0,0.0,1,1,0,0
8115,fetching,0.01,0.03,0.0,0.0,1,1,0,0
8116,fetherling,0.0,0.0,0.0,0.25,0,0,0,17
8117,fetherlings,0.0,0.0,0.0,0.25,0,0,0,17
8118,fetid,0.0,0.0,0.0,0.01,0,0,0,1
8119,fetishize,0.02,0.0,0.0,0.0,2,0,0,0
8120,fetishizes,0.02,0.0,0.0,0.0,2,0,0,0
8121,fetus,0.04,0.0,0.0,0.01,3,0,0,1
8122,fever,0.08,0.03,0.0,0.01,7,1,0,1
8123,fevered,0.08,0.03,0.0,0.01,7,1,0,1
8124,feverish,0.02,0.0,0.0,0.0,2,0,0,0
8125,feverishly,0.02,0.0,0.0,0.0,2,0,0,0
8126,fevers,0.08,0.03,0.0,0.01,7,1,0,1
8127,fewit,0.0,0.0,0.0,0.01,0,0,0,1
8128,feynman,0.0,0.0,0.03,0.0,0,0,1,0
8129,fi,0.0,0.0,0.0,0.03,0,0,0,2
8130,fiats,0.01,0.0,0.0,0.0,1,0,0,0
8131,fib,0.0,0.0,0.13,0.0,0,0,5,0
8132,fiber,0.01,0.0,0.0,0.0,1,0,0,0
8133,fiberglass,0.0,0.0,0.0,0.01,0,0,0,1
8134,fiberglassabortive,0.0,0.0,0.0,0.01,0,0,0,1
8135,fibonacci,0.06,0.0,0.03,0.0,5,0,1,0
8136,fibrous,0.01,0.0,0.0,0.0,1,0,0,0
8137,fibs,0.0,0.0,0.13,0.0,0,0,5,0
8138,fickle,0.01,0.0,0.0,0.0,1,0,0,0
8139,fiction,0.13,0.18,0.03,0.29,11,7,1,20
8140,fictional,0.13,0.18,0.03,0.29,11,7,1,20
8141,fictionlyric,0.01,0.0,0.0,0.0,1,0,0,0
8142,fictions,0.13,0.18,0.03,0.29,11,7,1,20
8143,fictitious,0.0,0.0,0.03,0.0,0,0,1,0
8144,fiddlehead,0.0,0.0,0.0,0.01,0,0,0,1
8145,fiddler,0.01,0.0,0.0,0.0,1,0,0,0
8146,fiddling,0.0,0.03,0.0,0.0,0,1,0,0
8147,fidelity,0.01,0.0,0.03,0.0,1,0,1,0
8148,fidget,0.0,0.0,0.0,0.03,0,0,0,2
8149,field,0.24,0.45,0.41,0.29,20,17,16,20
8150,fielding,0.24,0.45,0.41,0.29,20,17,16,20
8151,fields,0.24,0.45,0.41,0.29,20,17,16,20
8152,fieldso,0.0,0.0,0.0,0.01,0,0,0,1
8153,fieldsome,0.0,0.0,0.0,0.01,0,0,0,1
8154,fierce,0.06,0.05,0.05,0.03,5,2,2,2
8155,fiercely,0.06,0.05,0.05,0.03,5,2,2,2
8156,fiery,0.01,0.0,0.0,0.0,1,0,0,0
8157,fife,0.0,0.0,0.0,0.01,0,0,0,1
8158,fifteen,0.01,0.05,0.13,0.01,1,2,5,1
8159,fifteenthcentury,0.01,0.0,0.0,0.0,1,0,0,0
8160,fifth,0.11,0.05,0.08,0.1,9,2,3,7
8161,fifties,0.04,0.05,0.03,0.04,3,2,1,3
8162,fifty,0.04,0.05,0.03,0.04,3,2,1,3
8163,fiftyone,0.0,0.0,0.03,0.0,0,0,1,0
8164,fiftysix,0.0,0.0,0.0,0.01,0,0,0,1
8165,fiftythree,0.0,0.0,0.0,0.01,0,0,0,1
8166,fight,0.06,0.08,0.05,0.09,5,3,2,6
8167,fighting,0.06,0.08,0.05,0.09,5,3,2,6
8168,fightingever,0.01,0.0,0.0,0.0,1,0,0,0
8169,fightrun,0.0,0.0,0.0,0.03,0,0,0,2
8170,fights,0.06,0.08,0.05,0.09,5,3,2,6
8171,figments,0.0,0.0,0.03,0.0,0,0,1,0
8172,figs,0.0,0.0,0.03,0.0,0,0,1,0
8173,figuration,0.27,0.26,0.51,0.35,23,10,20,24
8174,figurative,0.27,0.26,0.51,0.35,23,10,20,24
8175,figuratively,0.27,0.26,0.51,0.35,23,10,20,24
8176,figure,0.27,0.26,0.51,0.35,23,10,20,24
8177,figured,0.27,0.26,0.51,0.35,23,10,20,24
8178,figureintimate,0.01,0.0,0.0,0.0,1,0,0,0
8179,figures,0.27,0.26,0.51,0.35,23,10,20,24
8180,figure??the,0.0,0.0,0.03,0.0,0,0,1,0
8181,figurine,0.0,0.08,0.0,0.0,0,3,0,0
8182,figuring,0.27,0.26,0.51,0.35,23,10,20,24
8183,figurings,0.27,0.26,0.51,0.35,23,10,20,24
8184,file,0.0,0.0,0.0,0.07,0,0,0,5
8185,files,0.0,0.0,0.0,0.07,0,0,0,5
8186,filigree,0.0,0.0,0.0,0.01,0,0,0,1
8187,filings,0.0,0.0,0.0,0.07,0,0,0,5
8188,fill,0.16,0.21,0.26,0.36,14,8,10,25
8189,filled,0.16,0.21,0.26,0.36,14,8,10,25
8190,filler,0.0,0.0,0.0,0.03,0,0,0,2
8191,filling,0.16,0.21,0.26,0.36,14,8,10,25
8192,fillmore,0.0,0.03,0.0,0.0,0,1,0,0
8193,fills,0.16,0.21,0.26,0.36,14,8,10,25
8194,film,0.06,0.11,0.13,0.14,5,4,5,10
8195,filmic,0.01,0.0,0.0,0.0,1,0,0,0
8196,filming,0.06,0.11,0.13,0.14,5,4,5,10
8197,filmmaker,0.0,0.0,0.03,0.01,0,0,1,1
8198,filmmaking,0.0,0.0,0.03,0.01,0,0,1,1
8199,films,0.06,0.11,0.13,0.14,5,4,5,10
8200,filmy,0.01,0.03,0.0,0.0,1,1,0,0
8201,filter,0.01,0.11,0.0,0.06,1,4,0,4
8202,filtered,0.01,0.11,0.0,0.06,1,4,0,4
8203,filters,0.01,0.11,0.0,0.06,1,4,0,4
8204,filth,0.01,0.0,0.0,0.0,1,0,0,0
8205,filthy,0.01,0.03,0.0,0.0,1,1,0,0
8206,fin,0.02,0.0,0.0,0.03,2,0,0,2
8207,final,0.4,0.66,0.67,0.67,34,25,26,46
8208,finalist,0.05,0.03,0.08,0.03,4,1,3,2
8209,finality,0.4,0.66,0.67,0.67,34,25,26,46
8210,finalize,0.4,0.66,0.67,0.67,34,25,26,46
8211,finally,0.4,0.66,0.67,0.67,34,25,26,46
8212,financial,0.01,0.0,0.0,0.01,1,0,0,1
8213,finch,0.02,0.03,0.0,0.01,2,1,0,1
8214,find,0.8,0.89,1.13,1.52,68,34,44,105
8215,finding,0.8,0.89,1.13,1.52,68,34,44,105
8216,findings,0.8,0.89,1.13,1.52,68,34,44,105
8217,finds,0.8,0.89,1.13,1.52,68,34,44,105
8218,fine,0.22,0.18,0.15,0.13,19,7,6,9
8219,finely,0.22,0.18,0.15,0.13,19,7,6,9
8220,finery,0.0,0.0,0.03,0.01,0,0,1,1
8221,finest,0.0,0.0,0.05,0.06,0,0,2,4
8222,finetuned,0.01,0.0,0.03,0.0,1,0,1,0
8223,finger,0.15,0.21,0.21,0.03,13,8,8,2
8224,fingered,0.15,0.21,0.21,0.03,13,8,8,2
8225,fingerfuck,0.01,0.0,0.0,0.0,1,0,0,0
8226,fingering,0.15,0.21,0.21,0.03,13,8,8,2
8227,fingerlakes,0.0,0.03,0.0,0.0,0,1,0,0
8228,fingerprints,0.0,0.0,0.0,0.01,0,0,0,1
8229,fingers,0.15,0.21,0.21,0.03,13,8,8,2
8230,fingerá,0.01,0.0,0.0,0.0,1,0,0,0
8231,finish,0.09,0.11,0.05,0.12,8,4,2,8
8232,finished,0.09,0.11,0.05,0.12,8,4,2,8
8233,finishes,0.09,0.11,0.05,0.12,8,4,2,8
8234,finishing,0.09,0.11,0.05,0.12,8,4,2,8
8235,finite,0.0,0.03,0.0,0.03,0,1,0,2
8236,finitude,0.0,0.0,0.03,0.0,0,0,1,0
8237,finland,0.01,0.0,0.0,0.01,1,0,0,1
8238,fins,0.02,0.0,0.0,0.03,2,0,0,2
8239,fir,0.0,0.05,0.0,0.0,0,2,0,0
8240,fire,0.27,0.08,0.18,0.16,23,3,7,11
8241,firebird,0.01,0.0,0.0,0.0,1,0,0,0
8242,fireblighted,0.01,0.0,0.0,0.0,1,0,0,0
8243,fireclean,0.02,0.0,0.0,0.0,2,0,0,0
8244,firecrackers,0.01,0.0,0.0,0.0,1,0,0,0
8245,fired,0.27,0.08,0.18,0.16,23,3,7,11
8246,firefighter,0.0,0.0,0.0,0.01,0,0,0,1
8247,fireflies,0.04,0.03,0.05,0.0,3,1,2,0
8248,firefly,0.04,0.03,0.05,0.0,3,1,2,0
8249,fireflys,0.04,0.03,0.05,0.0,3,1,2,0
8250,firemen,0.0,0.0,0.0,0.01,0,0,0,1
8251,firenze,0.0,0.0,0.0,0.03,0,0,0,2
8252,fires,0.27,0.08,0.18,0.16,23,3,7,11
8253,firesidechat,0.0,0.0,0.0,0.01,0,0,0,1
8254,firework,0.04,0.0,0.0,0.0,3,0,0,0
8255,fireworks,0.04,0.0,0.0,0.0,3,0,0,0
8256,firings,0.27,0.08,0.18,0.16,23,3,7,11
8257,firm,0.11,0.05,0.18,0.04,9,2,7,3
8258,firma,0.0,0.0,0.0,0.01,0,0,0,1
8259,firmly,0.11,0.05,0.18,0.04,9,2,7,3
8260,firmsent,0.0,0.0,0.03,0.0,0,0,1,0
8261,first,1.44,1.42,2.13,1.87,122,54,83,129
8262,firstgeneration,0.01,0.0,0.0,0.0,1,0,0,0
8263,firsthand,0.0,0.0,0.05,0.01,0,0,2,1
8264,firstly,1.44,1.42,2.13,1.87,122,54,83,129
8265,firstperson,0.04,0.03,0.13,0.07,3,1,5,5
8266,firstrate,0.02,0.0,0.0,0.0,2,0,0,0
8267,firsttime,0.0,0.03,0.0,0.0,0,1,0,0
8268,firstyear,0.0,0.0,0.03,0.0,0,0,1,0
8269,fischer,0.07,0.0,0.0,0.0,6,0,0,0
8270,fischers,0.07,0.0,0.0,0.0,6,0,0,0
8271,fish,0.07,0.11,0.03,0.1,6,4,1,7
8272,fisher,0.0,0.0,0.03,0.0,0,0,1,0
8273,fisherman,0.0,0.0,0.0,0.03,0,0,0,2
8274,fishermen,0.02,0.05,0.0,0.0,2,2,0,0
8275,fisherwirth,0.34,0.0,0.0,0.0,29,0,0,0
8276,fisherwirths,0.34,0.0,0.0,0.0,29,0,0,0
8277,fishes,0.07,0.11,0.03,0.1,6,4,1,7
8278,fishhooks,0.01,0.0,0.0,0.0,1,0,0,0
8279,fishing,0.07,0.11,0.03,0.1,6,4,1,7
8280,fishman,0.2,0.0,0.0,0.0,17,0,0,0
8281,fishmans,0.2,0.0,0.0,0.0,17,0,0,0
8282,fishmansflower,0.01,0.0,0.0,0.0,1,0,0,0
8283,fishmonger,0.01,0.0,0.0,0.0,1,0,0,0
8284,fishwife,0.0,0.05,0.0,0.0,0,2,0,0
8285,fission,0.0,0.03,0.0,0.0,0,1,0,0
8286,fissure,0.01,0.0,0.0,0.0,1,0,0,0
8287,fist,0.11,0.03,0.05,0.0,9,1,2,0
8288,fisted,0.11,0.03,0.05,0.0,9,1,2,0
8289,fistpraise,0.01,0.0,0.0,0.0,1,0,0,0
8290,fists,0.11,0.03,0.05,0.0,9,1,2,0
8291,fistulated,0.01,0.0,0.0,0.0,1,0,0,0
8292,fit,0.18,0.18,0.1,0.17,15,7,4,12
8293,fits,0.18,0.18,0.1,0.17,15,7,4,12
8294,fittest,0.0,0.05,0.0,0.0,0,2,0,0
8295,fitting,0.18,0.18,0.1,0.17,15,7,4,12
8296,fittingly,0.18,0.18,0.1,0.17,15,7,4,12
8297,fitzgerald,0.01,0.0,0.0,0.01,1,0,0,1
8298,five,0.15,0.18,0.23,0.26,13,7,9,18
8299,fivebyfive,0.0,0.0,0.0,0.01,0,0,0,1
8300,fiveinten,0.0,0.0,0.0,0.01,0,0,0,1
8301,fiveline,0.0,0.0,0.03,0.0,0,0,1,0
8302,fix,0.22,0.0,0.1,0.09,19,0,4,6
8303,fixate,0.01,0.05,0.0,0.0,1,2,0,0
8304,fixated,0.01,0.05,0.0,0.0,1,2,0,0
8305,fixating,0.01,0.05,0.0,0.0,1,2,0,0
8306,fixed,0.22,0.0,0.1,0.09,19,0,4,6
8307,fixedness,0.0,0.03,0.0,0.0,0,1,0,0
8308,fixerupper,0.01,0.0,0.0,0.0,1,0,0,0
8309,fixes,0.22,0.0,0.1,0.09,19,0,4,6
8310,fixing,0.22,0.0,0.1,0.09,19,0,4,6
8311,fixity,0.01,0.0,0.0,0.0,1,0,0,0
8312,fizzing,0.01,0.0,0.0,0.0,1,0,0,0
8313,fjords,0.01,0.0,0.0,0.01,1,0,0,1
8314,flaccid,0.0,0.0,0.0,0.01,0,0,0,1
8315,flag,0.04,0.0,0.03,0.03,3,0,1,2
8316,flagellants,0.0,0.03,0.0,0.0,0,1,0,0
8317,flags,0.04,0.0,0.03,0.03,3,0,1,2
8318,flair,0.0,0.0,0.03,0.0,0,0,1,0
8319,flake,0.0,0.0,0.03,0.0,0,0,1,0
8320,flamboyance,0.01,0.0,0.0,0.0,1,0,0,0
8321,flame,0.14,0.05,0.03,0.03,12,2,1,2
8322,flames,0.14,0.05,0.03,0.03,12,2,1,2
8323,flametinted,0.01,0.0,0.0,0.0,1,0,0,0
8324,flamingos,0.01,0.0,0.0,0.0,1,0,0,0
8325,flank,0.0,0.0,0.05,0.0,0,0,2,0
8326,flanking,0.0,0.0,0.05,0.0,0,0,2,0
8327,flannery,0.0,0.0,0.0,0.01,0,0,0,1
8328,flapperera,0.0,0.0,0.03,0.0,0,0,1,0
8329,flapping,0.0,0.03,0.0,0.0,0,1,0,0
8330,flare,0.01,0.0,0.03,0.0,1,0,1,0
8331,flarfist,0.0,0.0,0.0,0.01,0,0,0,1
8332,flash,0.09,0.08,0.1,0.06,8,3,4,4
8333,flashbacks,0.0,0.0,0.0,0.01,0,0,0,1
8334,flasher,0.0,0.0,0.03,0.0,0,0,1,0
8335,flashes,0.09,0.08,0.1,0.06,8,3,4,4
8336,flashflash,0.01,0.0,0.0,0.0,1,0,0,0
8337,flashing,0.09,0.08,0.1,0.06,8,3,4,4
8338,flashlight,0.01,0.0,0.0,0.0,1,0,0,0
8339,flashy,0.0,0.0,0.0,0.01,0,0,0,1
8340,flat,0.06,0.03,0.1,0.06,5,1,4,4
8341,flatness,0.06,0.03,0.1,0.06,5,1,4,4
8342,flats,0.06,0.03,0.1,0.06,5,1,4,4
8343,flattened,0.01,0.03,0.0,0.0,1,1,0,0
8344,flaunt,0.0,0.0,0.0,0.03,0,0,0,2
8345,flaunts,0.0,0.0,0.0,0.03,0,0,0,2
8346,flavor,0.01,0.0,0.0,0.01,1,0,0,1
8347,flavorless,0.0,0.0,0.03,0.0,0,0,1,0
8348,flawed,0.01,0.03,0.0,0.03,1,1,0,2
8349,flawlessly,0.0,0.03,0.0,0.0,0,1,0,0
8350,flaws,0.01,0.03,0.0,0.03,1,1,0,2
8351,flaxseed,0.0,0.0,0.0,0.01,0,0,0,1
8352,flayed,0.0,0.03,0.03,0.0,0,1,1,0
8353,flayer,0.0,0.0,0.03,0.0,0,0,1,0
8354,fleas,0.01,0.0,0.0,0.0,1,0,0,0
8355,fleck,0.0,0.05,0.0,0.0,0,2,0,0
8356,flecked,0.0,0.05,0.0,0.0,0,2,0,0
8357,fledged,0.0,0.0,0.0,0.01,0,0,0,1
8358,flee,0.04,0.03,0.0,0.0,3,1,0,0
8359,fleeing,0.04,0.03,0.0,0.0,3,1,0,0
8360,fleet,0.01,0.03,0.03,0.04,1,1,1,3
8361,fleeting,0.01,0.03,0.03,0.04,1,1,1,3
8362,flesh,0.2,0.05,0.08,0.09,17,2,3,6
8363,fleshy,0.0,0.0,0.03,0.0,0,0,1,0
8364,flew,0.01,0.0,0.03,0.0,1,0,1,0
8365,flexed,0.04,0.0,0.0,0.0,3,0,0,0
8366,flexes,0.04,0.0,0.0,0.0,3,0,0,0
8367,flexible,0.02,0.03,0.03,0.0,2,1,1,0
8368,flexing,0.04,0.0,0.0,0.0,3,0,0,0
8369,flicked,0.01,0.0,0.0,0.0,1,0,0,0
8370,flicker,0.04,0.03,0.03,0.0,3,1,1,0
8371,flickering,0.04,0.03,0.03,0.0,3,1,1,0
8372,flickers,0.04,0.03,0.03,0.0,3,1,1,0
8373,flies,0.11,0.21,0.05,0.28,9,8,2,19
8374,fliesis,0.0,0.0,0.0,0.01,0,0,0,1
8375,flight,0.11,0.13,0.28,0.03,9,5,11,2
8376,flightier,0.0,0.0,0.03,0.0,0,0,1,0
8377,flights,0.11,0.13,0.28,0.03,9,5,11,2
8378,flighty,0.0,0.03,0.0,0.0,0,1,0,0
8379,flimflam,0.0,0.0,0.03,0.0,0,0,1,0
8380,flimsy,0.01,0.0,0.0,0.0,1,0,0,0
8381,flinch,0.02,0.0,0.0,0.0,2,0,0,0
8382,flinches,0.02,0.0,0.0,0.0,2,0,0,0
8383,fling,0.01,0.0,0.0,0.03,1,0,0,2
8384,flinging,0.01,0.0,0.0,0.03,1,0,0,2
8385,flings,0.01,0.0,0.0,0.03,1,0,0,2
8386,flint,0.01,0.0,0.0,0.0,1,0,0,0
8387,flip,0.05,0.03,0.05,0.07,4,1,2,5
8388,flipped,0.05,0.03,0.05,0.07,4,1,2,5
8389,flipping,0.05,0.03,0.05,0.07,4,1,2,5
8390,flips,0.05,0.03,0.05,0.07,4,1,2,5
8391,flipside,0.01,0.0,0.0,0.0,1,0,0,0
8392,flirt,0.0,0.03,0.03,0.04,0,1,1,3
8393,flirtations,0.01,0.03,0.0,0.0,1,1,0,0
8394,flirting,0.0,0.03,0.03,0.04,0,1,1,3
8395,flirts,0.0,0.03,0.03,0.04,0,1,1,3
8396,flo,0.0,0.03,0.0,0.0,0,1,0,0
8397,float,0.13,0.05,0.05,0.13,11,2,2,9
8398,floater,0.01,0.0,0.0,0.0,1,0,0,0
8399,floating,0.13,0.05,0.05,0.13,11,2,2,9
8400,floats,0.13,0.05,0.05,0.13,11,2,2,9
8401,floaty,0.01,0.0,0.0,0.0,1,0,0,0
8402,flock,0.06,0.03,0.05,0.01,5,1,2,1
8403,flocking,0.06,0.03,0.05,0.01,5,1,2,1
8404,flocks,0.06,0.03,0.05,0.01,5,1,2,1
8405,flood,0.04,0.08,0.05,0.06,3,3,2,4
8406,floodedout,0.0,0.0,0.0,0.01,0,0,0,1
8407,flooding,0.04,0.08,0.05,0.06,3,3,2,4
8408,floods,0.04,0.08,0.05,0.06,3,3,2,4
8409,floodsassails,0.01,0.0,0.0,0.0,1,0,0,0
8410,floodwaters,0.01,0.0,0.0,0.0,1,0,0,0
8411,floor,0.07,0.0,0.13,0.06,6,0,5,4
8412,floorboard,0.01,0.0,0.0,0.01,1,0,0,1
8413,floppy,0.01,0.0,0.0,0.0,1,0,0,0
8414,flora,0.04,0.0,0.0,0.0,3,0,0,0
8415,floral,0.01,0.0,0.0,0.0,1,0,0,0
8416,florere,0.0,0.03,0.0,0.0,0,1,0,0
8417,floricanto,0.0,0.0,0.0,0.03,0,0,0,2
8418,florida,0.08,0.11,0.05,0.06,7,4,2,4
8419,florissant,0.01,0.0,0.0,0.0,1,0,0,0
8420,flos,0.0,0.03,0.0,0.0,0,1,0,0
8421,flotsam,0.01,0.0,0.0,0.0,1,0,0,0
8422,floundering,0.01,0.0,0.0,0.01,1,0,0,1
8423,flounders,0.01,0.0,0.0,0.01,1,0,0,1
8424,flourish,0.01,0.03,0.03,0.04,1,1,1,3
8425,flourished,0.01,0.03,0.03,0.04,1,1,1,3
8426,flourishes,0.01,0.03,0.03,0.04,1,1,1,3
8427,flourishing,0.01,0.03,0.03,0.04,1,1,1,3
8428,flout,0.01,0.0,0.03,0.0,1,0,1,0
8429,flouts,0.01,0.0,0.03,0.0,1,0,1,0
8430,flow,0.13,0.0,0.05,0.16,11,0,2,11
8431,flowed,0.13,0.0,0.05,0.16,11,0,2,11
8432,flower,0.2,0.18,0.18,0.17,17,7,7,12
8433,flowering,0.2,0.18,0.18,0.17,17,7,7,12
8434,flowermouthed,0.01,0.0,0.0,0.0,1,0,0,0
8435,flowers,0.2,0.18,0.18,0.17,17,7,7,12
8436,flowing,0.13,0.0,0.05,0.16,11,0,2,11
8437,flows,0.13,0.0,0.05,0.16,11,0,2,11
8438,flowthe,0.0,0.0,0.0,0.01,0,0,0,1
8439,flu,0.01,0.0,0.0,0.0,1,0,0,0
8440,fluctuate,0.01,0.0,0.0,0.0,1,0,0,0
8441,fluency,0.0,0.0,0.0,0.01,0,0,0,1
8442,fluent,0.02,0.0,0.03,0.0,2,0,1,0
8443,fluffery,0.0,0.0,0.0,0.03,0,0,0,2
8444,fluid,0.06,0.11,0.08,0.1,5,4,3,7
8445,fluidity,0.04,0.0,0.0,0.0,3,0,0,0
8446,fluidly,0.06,0.11,0.08,0.1,5,4,3,7
8447,fluidrush,0.0,0.0,0.03,0.0,0,0,1,0
8448,fluids,0.06,0.11,0.08,0.1,5,4,3,7
8449,fluke,0.01,0.0,0.0,0.0,1,0,0,0
8450,flumps,0.0,0.0,0.0,0.01,0,0,0,1
8451,flung,0.02,0.0,0.0,0.01,2,0,0,1
8452,fluorescence,0.02,0.03,0.03,0.0,2,1,1,0
8453,fluorescent,0.02,0.03,0.03,0.0,2,1,1,0
8454,flurry,0.01,0.03,0.0,0.0,1,1,0,0
8455,flushing,0.01,0.0,0.0,0.0,1,0,0,0
8456,flute,0.0,0.03,0.03,0.0,0,1,1,0
8457,flutter,0.02,0.0,0.0,0.0,2,0,0,0
8458,flux,0.09,0.03,0.0,0.0,8,1,0,0
8459,fly,0.11,0.21,0.05,0.28,9,8,2,19
8460,flyin,0.01,0.0,0.0,0.0,1,0,0,0
8461,flying,0.11,0.21,0.05,0.28,9,8,2,19
8462,flynn,0.0,0.0,0.36,0.01,0,0,14,1
8463,flynns,0.0,0.0,0.36,0.01,0,0,14,1
8464,flys,0.01,0.0,0.0,0.0,1,0,0,0
8465,flytrap,0.0,0.0,0.05,0.0,0,0,2,0
8466,flytraps,0.0,0.0,0.05,0.0,0,0,2,0
8467,flâneur,0.0,0.0,0.0,0.01,0,0,0,1
8468,foamed,0.0,0.0,0.03,0.0,0,0,1,0
8469,foamslicked,0.0,0.0,0.03,0.0,0,0,1,0
8470,focal,0.01,0.08,0.0,0.0,1,3,0,0
