,word,output0,output1,output2,output3,output0_label,output1_label,output2_label,output3_label
20691,sophistication,0.05,0.05,0.03,0.06,4,2,1,4
20692,sophocles,0.02,0.0,0.0,0.0,2,0,0,0
20693,sophomoric,0.0,0.03,0.0,0.04,0,1,0,3
20694,soprano,0.01,0.0,0.0,0.0,1,0,0,0
20695,sorbapples,0.0,0.0,0.03,0.0,0,0,1,0
20696,sorbonne,0.01,0.0,0.03,0.0,1,0,1,0
20697,sorcerers,0.01,0.0,0.0,0.0,1,0,0,0
20698,sorceress,0.01,0.0,0.0,0.0,1,0,0,0
20699,sordid,0.04,0.0,0.03,0.0,3,0,1,0
20700,sorrow,0.08,0.08,0.05,0.06,7,3,2,4
20701,sorrowful,0.08,0.08,0.05,0.06,7,3,2,4
20702,sorrows,0.08,0.08,0.05,0.06,7,3,2,4
20703,sorry,0.0,0.0,0.03,0.03,0,0,1,2
20704,sort,0.18,0.18,0.26,0.33,15,7,10,23
20705,sorting,0.18,0.18,0.26,0.33,15,7,10,23
20706,sorts,0.18,0.18,0.26,0.33,15,7,10,23
20707,sos,0.01,0.0,0.0,0.01,1,0,0,1
20708,sot,0.01,0.0,0.0,0.0,1,0,0,0
20709,sought,0.02,0.03,0.03,0.01,2,1,1,1
20710,soul,0.26,0.13,0.15,0.3,22,5,6,21
20711,souldestroying,0.0,0.0,0.0,0.01,0,0,0,1
20712,soulful,0.26,0.13,0.15,0.3,22,5,6,21
20713,soulless,0.0,0.0,0.0,0.03,0,0,0,2
20714,soulmate,0.02,0.0,0.0,0.0,2,0,0,0
20715,souls,0.26,0.13,0.15,0.3,22,5,6,21
20716,soulsearching,0.0,0.0,0.0,0.01,0,0,0,1
20717,soulselling,0.0,0.0,0.0,0.01,0,0,0,1
20718,souls??that,0.0,0.0,0.03,0.0,0,0,1,0
20719,soulweary,0.0,0.0,0.0,0.01,0,0,0,1
20720,sound,0.47,0.61,0.46,0.39,40,23,18,27
20721,sounda,0.01,0.0,0.0,0.0,1,0,0,0
20722,soundarrangement,0.01,0.0,0.0,0.0,1,0,0,0
20723,soundbytes,0.01,0.0,0.0,0.0,1,0,0,0
20724,sounded,0.47,0.61,0.46,0.39,40,23,18,27
20725,soundeffects,0.0,0.0,0.0,0.01,0,0,0,1
20726,sounding,0.47,0.61,0.46,0.39,40,23,18,27
20727,soundless,0.0,0.03,0.0,0.0,0,1,0,0
20728,sounds,0.47,0.61,0.46,0.39,40,23,18,27
20729,soundtrack,0.0,0.0,0.0,0.01,0,0,0,1
20730,soup,0.02,0.03,0.0,0.0,2,1,0,0
20731,sour,0.01,0.0,0.03,0.01,1,0,1,1
20732,source,0.09,0.11,0.1,0.04,8,4,4,3
20733,sources,0.09,0.11,0.1,0.04,8,4,4,3
20734,south,0.07,0.08,0.1,0.19,6,3,4,13
20735,southeast,0.01,0.0,0.0,0.03,1,0,0,2
20736,southeastern,0.0,0.0,0.0,0.01,0,0,0,1
20737,southern,0.15,0.03,0.03,0.04,13,1,1,3
20738,southhow,0.01,0.0,0.0,0.0,1,0,0,0
20739,souths,0.07,0.08,0.1,0.19,6,3,4,13
20740,southwest,0.01,0.0,0.0,0.04,1,0,0,3
20741,southwestern,0.0,0.0,0.0,0.01,0,0,0,1
20742,southwestthe,0.0,0.03,0.0,0.0,0,1,0,0
20743,souvenirs,0.0,0.0,0.03,0.01,0,0,1,1
20744,sovereignty,0.01,0.0,0.0,0.0,1,0,0,0
20745,soviet,0.02,0.0,0.0,0.0,2,0,0,0
20746,soviets,0.02,0.0,0.0,0.0,2,0,0,0
20747,sowhat,0.0,0.0,0.03,0.0,0,0,1,0
20748,sown,0.0,0.0,0.0,0.01,0,0,0,1
20749,sows,0.0,0.03,0.03,0.0,0,1,1,0
20750,space,0.99,0.79,1.05,0.55,84,30,41,38
20751,spaceall,0.01,0.0,0.0,0.0,1,0,0,0
20752,spacecraft,0.0,0.0,0.0,0.01,0,0,0,1
20753,spaced,0.99,0.79,1.05,0.55,84,30,41,38
20754,spaceless,0.01,0.0,0.0,0.0,1,0,0,0
20755,spacemaking,0.01,0.0,0.0,0.0,1,0,0,0
20756,spaceman,0.01,0.0,0.0,0.0,1,0,0,0
20757,spaces,0.99,0.79,1.05,0.55,84,30,41,38
20758,spacewendy,0.01,0.0,0.0,0.0,1,0,0,0
20759,spacewithwhat,0.01,0.0,0.0,0.0,1,0,0,0
20760,spacewoman,0.02,0.0,0.0,0.0,2,0,0,0
20761,spacewomans,0.02,0.0,0.0,0.0,2,0,0,0
20762,spacing,0.99,0.79,1.05,0.55,84,30,41,38
20763,spacing??and,0.0,0.0,0.03,0.0,0,0,1,0
20764,spacious,0.0,0.0,0.0,0.03,0,0,0,2
20765,spaghetti,0.01,0.0,0.0,0.01,1,0,0,1
20766,spahrs,0.0,0.03,0.0,0.0,0,1,0,0
20767,spain,0.0,0.0,0.0,0.01,0,0,0,1
20768,spam,0.0,0.03,0.0,0.0,0,1,0,0
20769,span,0.06,0.0,0.1,0.03,5,0,4,2
20770,spandrelized,0.0,0.13,0.0,0.0,0,5,0,0
20771,spandrels,0.0,0.13,0.0,0.0,0,5,0,0
20772,spangled,0.01,0.0,0.0,0.0,1,0,0,0
20773,spaniard,0.0,0.0,0.0,0.01,0,0,0,1
20774,spanish,0.0,0.0,0.08,0.13,0,0,3,9
20775,spanishlanguage,0.0,0.0,0.03,0.0,0,0,1,0
20776,spanning,0.06,0.0,0.1,0.03,5,0,4,2
20777,spans,0.06,0.0,0.1,0.03,5,0,4,2
20778,spar,0.01,0.0,0.0,0.01,1,0,0,1
20779,spare,0.06,0.11,0.05,0.04,5,4,2,3
20780,spared,0.06,0.11,0.05,0.04,5,4,2,3
20781,spares,0.06,0.11,0.05,0.04,5,4,2,3
20782,spark,0.05,0.0,0.05,0.0,4,0,2,0
20783,sparked,0.05,0.0,0.05,0.0,4,0,2,0
20784,sparkles,0.04,0.0,0.03,0.0,3,0,1,0
20785,sparkling,0.04,0.0,0.03,0.0,3,0,1,0
20786,sparkling????in,0.01,0.0,0.0,0.0,1,0,0,0
20787,sparkof,0.01,0.0,0.0,0.0,1,0,0,0
20788,sparks,0.05,0.0,0.05,0.0,4,0,2,0
20789,sparring,0.01,0.0,0.0,0.01,1,0,0,1
20790,sparrow,0.02,0.05,0.0,0.0,2,2,0,0
20791,sparrows,0.02,0.05,0.0,0.0,2,2,0,0
20792,sparse,0.05,0.0,0.03,0.04,4,0,1,3
20793,sparseness,0.05,0.0,0.03,0.04,4,0,1,3
20794,spasmodic,0.02,0.0,0.0,0.0,2,0,0,0
20795,spate,0.01,0.0,0.0,0.0,1,0,0,0
20796,spatial,0.05,0.05,0.03,0.0,4,2,1,0
20797,spatialization,0.05,0.05,0.03,0.0,4,2,1,0
20798,spawned,0.01,0.0,0.0,0.0,1,0,0,0
20799,speak,0.55,0.45,0.49,0.36,47,17,19,25
20800,speakeasy,0.01,0.0,0.0,0.01,1,0,0,1
20801,speaker,2.46,1.97,3.79,1.7,209,75,148,117
20802,speakercummemorybank,0.0,0.0,0.0,0.01,0,0,0,1
20803,speakeris,0.01,0.0,0.0,0.0,1,0,0,0
20804,speakerone,0.0,0.03,0.0,0.0,0,1,0,0
20805,speakers,2.46,1.97,3.79,1.7,209,75,148,117
20806,speakersubject,0.0,0.0,0.0,0.01,0,0,0,1
20807,speaking,0.55,0.45,0.49,0.36,47,17,19,25
20808,speakis,0.01,0.0,0.0,0.0,1,0,0,0
20809,speakor,0.01,0.0,0.0,0.0,1,0,0,0
20810,speaks,0.55,0.45,0.49,0.36,47,17,19,25
20811,spear,0.0,0.05,0.05,0.0,0,2,2,0
20812,spears,0.0,0.05,0.05,0.0,0,2,2,0
20813,special,0.05,0.0,0.08,0.03,4,0,3,2
20814,specialists,0.0,0.0,0.0,0.01,0,0,0,1
20815,specialty,0.0,0.0,0.03,0.0,0,0,1,0
20816,specialwho,0.0,0.03,0.0,0.0,0,1,0,0
20817,species,0.04,0.08,0.0,0.06,3,3,0,4
20818,speciesfor,0.0,0.03,0.0,0.0,0,1,0,0
20819,specific,0.15,0.0,0.18,0.12,13,0,7,8
20820,specifically,0.15,0.0,0.18,0.12,13,0,7,8
20821,specificities,0.15,0.0,0.18,0.12,13,0,7,8
20822,specificity,0.15,0.0,0.18,0.12,13,0,7,8
20823,specifics,0.15,0.0,0.18,0.12,13,0,7,8
20824,specified,0.01,0.0,0.0,0.0,1,0,0,0
20825,specimen,0.01,0.05,0.0,0.03,1,2,0,2
20826,specimens,0.01,0.05,0.0,0.03,1,2,0,2
20827,specimensthe,0.0,0.0,0.03,0.0,0,0,1,0
20828,speckled,0.0,0.05,0.03,0.0,0,2,1,0
20829,speckling,0.0,0.05,0.03,0.0,0,2,1,0
20830,spectacle,0.0,0.0,0.0,0.03,0,0,0,2
20831,spectacular,0.04,0.05,0.0,0.0,3,2,0,0
20832,spectator,0.0,0.0,0.0,0.01,0,0,0,1
20833,spectatorslooking,0.01,0.0,0.0,0.0,1,0,0,0
20834,specter,0.01,0.05,0.0,0.03,1,2,0,2
20835,specters,0.01,0.05,0.0,0.03,1,2,0,2
20836,spectral,0.01,0.03,0.0,0.0,1,1,0,0
20837,spectroscopy,0.0,0.0,0.0,0.01,0,0,0,1
20838,spectrum,0.04,0.05,0.13,0.0,3,2,5,0
20839,spectrumfrom,0.0,0.0,0.0,0.01,0,0,0,1
20840,speculate,0.02,0.08,0.05,0.01,2,3,2,1
20841,speculation,0.02,0.08,0.05,0.01,2,3,2,1
20842,speculative,0.02,0.08,0.05,0.01,2,3,2,1
20843,speech,0.12,0.03,0.21,0.1,10,1,8,7
20844,speecheloquent,0.0,0.0,0.03,0.0,0,0,1,0
20845,speechless,0.01,0.03,0.0,0.0,1,1,0,0
20846,speed,0.07,0.11,0.1,0.0,6,4,4,0
20847,speeding,0.07,0.11,0.1,0.0,6,4,4,0
20848,speedy,0.01,0.0,0.0,0.0,1,0,0,0
20849,spell,0.02,0.11,0.08,0.03,2,4,3,2
20850,spellbound,0.0,0.0,0.0,0.01,0,0,0,1
20851,spelled,0.02,0.11,0.08,0.03,2,4,3,2
20852,spelling,0.02,0.11,0.08,0.03,2,4,3,2
20853,spells,0.02,0.11,0.08,0.03,2,4,3,2
20854,spend,0.09,0.13,0.08,0.1,8,5,3,7
20855,spender,0.01,0.0,0.0,0.0,1,0,0,0
20856,spending,0.09,0.13,0.08,0.1,8,5,3,7
20857,spends,0.09,0.13,0.08,0.1,8,5,3,7
20858,spent,0.05,0.08,0.05,0.12,4,3,2,8
20859,spera,0.0,0.0,0.0,0.04,0,0,0,3
20860,speras,0.0,0.0,0.0,0.04,0,0,0,3
20861,sperm,0.01,0.0,0.0,0.0,1,0,0,0
20862,spero,0.0,0.0,0.0,0.01,0,0,0,1
20863,spewed,0.01,0.0,0.0,0.0,1,0,0,0
20864,sphere,0.01,0.0,0.03,0.0,1,0,1,0
20865,spheregambles,0.0,0.0,0.03,0.0,0,0,1,0
20866,spheres,0.01,0.0,0.03,0.0,1,0,1,0
20867,sphinx,0.0,0.21,0.0,0.04,0,8,0,3
20868,sphinxs,0.0,0.21,0.0,0.04,0,8,0,3
20869,spice,0.01,0.0,0.0,0.0,1,0,0,0
20870,spicer,0.0,0.0,0.0,0.04,0,0,0,3
20871,spicers,0.0,0.0,0.0,0.04,0,0,0,3
20872,spiel,0.0,0.0,0.03,0.0,0,0,1,0
20873,spies,0.02,0.0,0.0,0.03,2,0,0,2
20874,spiff,0.0,0.0,0.0,0.03,0,0,0,2
20875,spiffs,0.0,0.0,0.0,0.03,0,0,0,2
20876,spiffy,0.01,0.0,0.0,0.0,1,0,0,0
20877,spikenard,0.01,0.0,0.0,0.0,1,0,0,0
20878,spiky,0.01,0.0,0.0,0.0,1,0,0,0
20879,spill,0.09,0.05,0.08,0.03,8,2,3,2
20880,spilled,0.09,0.05,0.08,0.03,8,2,3,2
20881,spilling,0.09,0.05,0.08,0.03,8,2,3,2
20882,spills,0.09,0.05,0.08,0.03,8,2,3,2
20883,spillway,0.01,0.0,0.0,0.0,1,0,0,0
20884,spin,0.08,0.08,0.13,0.06,7,3,5,4
20885,spinal,0.01,0.0,0.05,0.01,1,0,2,1
20886,spindle,0.02,0.0,0.0,0.01,2,0,0,1
20887,spine,0.05,0.05,0.08,0.01,4,2,3,1
20888,spinechilling,0.0,0.0,0.0,0.01,0,0,0,1
20889,spines,0.05,0.05,0.08,0.01,4,2,3,1
20890,spinner,0.0,0.03,0.0,0.0,0,1,0,0
20891,spinning,0.08,0.08,0.13,0.06,7,3,5,4
20892,spinoza,0.0,0.0,0.05,0.0,0,0,2,0
20893,spins,0.08,0.08,0.13,0.06,7,3,5,4
20894,spinster,0.01,0.0,0.0,0.0,1,0,0,0
20895,spiny,0.0,0.0,0.0,0.01,0,0,0,1
20896,spiral,0.05,0.03,0.13,0.22,4,1,5,15
20897,spiraldecorated,0.0,0.0,0.0,0.01,0,0,0,1
20898,spiraled,0.05,0.03,0.13,0.22,4,1,5,15
20899,spiraling,0.05,0.03,0.13,0.22,4,1,5,15
20900,spirals,0.05,0.03,0.13,0.22,4,1,5,15
20901,spiralto,0.0,0.0,0.0,0.01,0,0,0,1
20902,spirit,0.24,0.11,0.13,0.13,20,4,5,9
20903,spirited,0.24,0.11,0.13,0.13,20,4,5,9
20904,spirits,0.24,0.11,0.13,0.13,20,4,5,9
20905,spiritual,0.22,0.18,0.13,0.23,19,7,5,16
20906,spiritualism,0.22,0.18,0.13,0.23,19,7,5,16
20907,spirituality,0.22,0.18,0.13,0.23,19,7,5,16
20908,spiritually,0.22,0.18,0.13,0.23,19,7,5,16
20909,spit,0.01,0.03,0.03,0.0,1,1,1,0
20910,spite,0.0,0.11,0.03,0.06,0,4,1,4
20911,spitfire,0.01,0.0,0.0,0.0,1,0,0,0
20912,spits,0.01,0.03,0.03,0.0,1,1,1,0
20913,spitshine,0.04,0.0,0.03,0.0,3,0,1,0
20914,spitshined,0.04,0.0,0.03,0.0,3,0,1,0
20915,splash,0.0,0.05,0.0,0.0,0,2,0,0
20916,splashes,0.0,0.05,0.0,0.0,0,2,0,0
20917,splashit,0.0,0.03,0.0,0.0,0,1,0,0
20918,splayed,0.01,0.0,0.03,0.0,1,0,1,0
20919,splays,0.01,0.0,0.03,0.0,1,0,1,0
20920,splendid,0.05,0.0,0.05,0.01,4,0,2,1
20921,splendor,0.01,0.0,0.05,0.01,1,0,2,1
20922,splendorand,0.0,0.03,0.0,0.0,0,1,0,0
20923,splinter,0.02,0.0,0.05,0.03,2,0,2,2
20924,splintered,0.02,0.0,0.05,0.03,2,0,2,2
20925,splintering,0.02,0.0,0.05,0.03,2,0,2,2
20926,splinters,0.02,0.0,0.05,0.03,2,0,2,2
20927,split,0.12,0.0,0.08,0.06,10,0,3,4
20928,splits,0.12,0.0,0.08,0.06,10,0,3,4
20929,splitting,0.12,0.0,0.08,0.06,10,0,3,4
20930,sploshed,0.01,0.0,0.0,0.0,1,0,0,0
20931,splurts,0.0,0.0,0.0,0.01,0,0,0,1
20932,spoil,0.01,0.03,0.0,0.0,1,1,0,0
20933,spoiled,0.01,0.03,0.0,0.0,1,1,0,0
20934,spoke,0.02,0.03,0.0,0.0,2,1,0,0
20935,spoken,0.08,0.0,0.05,0.19,7,0,2,13
20936,sponginess,0.01,0.0,0.0,0.0,1,0,0,0
20937,sponging,0.0,0.0,0.0,0.01,0,0,0,1
20938,sponsored,0.0,0.0,0.0,0.01,0,0,0,1
20939,spontaneity,0.0,0.0,0.0,0.06,0,0,0,4
20940,spontaneous,0.0,0.0,0.0,0.06,0,0,0,4
20941,spooks,0.0,0.03,0.0,0.0,0,1,0,0
20942,spooky,0.01,0.0,0.0,0.0,1,0,0,0
20943,spool,0.0,0.03,0.03,0.01,0,1,1,1
20944,spools,0.0,0.03,0.03,0.01,0,1,1,1
20945,spoon,0.02,0.0,0.05,0.03,2,0,2,2
20946,spoonand,0.01,0.0,0.0,0.0,1,0,0,0
20947,spooned,0.02,0.0,0.05,0.03,2,0,2,2
20948,spoons,0.02,0.0,0.05,0.03,2,0,2,2
20949,sporadic,0.0,0.0,0.03,0.01,0,0,1,1
20950,sporadically,0.0,0.0,0.03,0.01,0,0,1,1
20951,sport,0.01,0.03,0.03,0.0,1,1,1,0
20952,sports,0.01,0.03,0.03,0.0,1,1,1,0
20953,sportsthat,0.0,0.0,0.0,0.01,0,0,0,1
20954,spot,0.12,0.08,0.05,0.03,10,3,2,2
20955,spots,0.12,0.08,0.05,0.03,10,3,2,2
20956,spotted,0.12,0.08,0.05,0.03,10,3,2,2
20957,spottedfiled,0.0,0.0,0.03,0.0,0,0,1,0
20958,spouse,0.07,0.0,0.03,0.03,6,0,1,2
20959,spouses,0.07,0.0,0.03,0.03,6,0,1,2
20960,spouting,0.0,0.0,0.0,0.03,0,0,0,2
20961,sprawl,0.0,0.0,0.05,0.01,0,0,2,1
20962,sprawled,0.0,0.0,0.05,0.01,0,0,2,1
20963,sprawling,0.0,0.0,0.05,0.01,0,0,2,1
20964,spray,0.0,0.0,0.0,0.01,0,0,0,1
20965,spread,0.06,0.03,0.08,0.07,5,1,3,5
20966,spreadeagled,0.0,0.0,0.0,0.01,0,0,0,1
20967,spreading,0.06,0.03,0.08,0.07,5,1,3,5
20968,spreads,0.06,0.03,0.08,0.07,5,1,3,5
20969,sprig,0.0,0.0,0.0,0.01,0,0,0,1
20970,spring,0.13,0.08,0.13,0.06,11,3,5,4
20971,springfield,0.01,0.08,0.0,0.01,1,3,0,1
20972,springing,0.13,0.08,0.13,0.06,11,3,5,4
20973,springs,0.13,0.08,0.13,0.06,11,3,5,4
20974,springtime,0.0,0.0,0.03,0.0,0,0,1,0
20975,springy,0.0,0.0,0.03,0.0,0,0,1,0
20976,sprinkle,0.02,0.03,0.0,0.03,2,1,0,2
20977,sprinkled,0.02,0.03,0.0,0.03,2,1,0,2
20978,sprinkler,0.0,0.0,0.03,0.0,0,0,1,0
20979,sprinkles,0.02,0.03,0.0,0.03,2,1,0,2
20980,sprouted,0.01,0.03,0.0,0.01,1,1,0,1
20981,sprouting,0.01,0.03,0.0,0.01,1,1,0,1
20982,spruce,0.0,0.03,0.0,0.0,0,1,0,0
20983,sprung,0.01,0.05,0.0,0.0,1,2,0,0
20984,spun,0.02,0.0,0.03,0.06,2,0,1,4
20985,spurred,0.0,0.03,0.05,0.01,0,1,2,1
20986,spurs,0.0,0.03,0.05,0.01,0,1,2,1
20987,sputter,0.01,0.0,0.0,0.01,1,0,0,1
20988,spuyten,0.0,0.03,0.0,0.0,0,1,0,0
20989,spy,0.02,0.0,0.0,0.03,2,0,0,2
20990,squabbles,0.01,0.0,0.0,0.0,1,0,0,0
20991,squad,0.0,0.0,0.0,0.01,0,0,0,1
20992,squalid,0.02,0.0,0.0,0.0,2,0,0,0
20993,squallashed,0.01,0.0,0.0,0.0,1,0,0,0
20994,square,0.08,0.0,0.08,0.03,7,0,3,2
20995,squarely,0.08,0.0,0.08,0.03,7,0,3,2
20996,squares,0.08,0.0,0.08,0.03,7,0,3,2
20997,squashing,0.01,0.0,0.0,0.0,1,0,0,0
20998,squat,0.01,0.0,0.03,0.0,1,0,1,0
20999,squaw,0.02,0.0,0.0,0.0,2,0,0,0
21000,squealing,0.0,0.0,0.03,0.0,0,0,1,0
21001,squeaquel,0.0,0.0,0.0,0.04,0,0,0,3
21002,squeeze,0.0,0.03,0.05,0.06,0,1,2,4
21003,squeezed,0.0,0.03,0.05,0.06,0,1,2,4
21004,squeezes,0.0,0.03,0.05,0.06,0,1,2,4
21005,squeezing,0.0,0.03,0.05,0.06,0,1,2,4
21006,squiggles,0.01,0.0,0.0,0.0,1,0,0,0
21007,squint,0.0,0.0,0.03,0.01,0,0,1,1
21008,squinteyed,0.0,0.03,0.0,0.0,0,1,0,0
21009,squinting,0.0,0.0,0.03,0.01,0,0,1,1
21010,squirm,0.0,0.0,0.03,0.01,0,0,1,1
21011,squirming,0.0,0.0,0.03,0.01,0,0,1,1
21012,squirrel,0.01,0.0,0.0,0.0,1,0,0,0
21013,squirt,0.01,0.0,0.0,0.0,1,0,0,0
21014,srikanth,0.0,0.0,0.0,0.01,0,0,0,1
21015,ssounds,0.0,0.0,0.03,0.0,0,0,1,0
21016,st,0.13,0.05,0.08,0.03,11,2,3,2
21017,stab,0.01,0.0,0.1,0.01,1,0,4,1
21018,stabbed,0.01,0.0,0.1,0.01,1,0,4,1
21019,stability,0.01,0.0,0.03,0.0,1,0,1,0
21020,stable,0.02,0.05,0.05,0.03,2,2,2,2
21021,stabs,0.01,0.0,0.1,0.01,1,0,4,1
21022,staccato,0.02,0.03,0.03,0.01,2,1,1,1
21023,stacie,0.02,0.0,0.0,0.0,2,0,0,0
21024,stacked,0.01,0.08,0.08,0.04,1,3,3,3
21025,stacking,0.01,0.08,0.08,0.04,1,3,3,3
21026,stacks,0.01,0.08,0.08,0.04,1,3,3,3
21027,stacksi,0.0,0.0,0.0,0.01,0,0,0,1
21028,stafford,0.01,0.0,0.0,0.0,1,0,0,0
21029,stag,0.0,0.0,0.0,0.03,0,0,0,2
21030,stage,0.2,0.16,0.18,0.09,17,6,7,6
21031,staged,0.2,0.16,0.18,0.09,17,6,7,6
21032,stagelike,0.0,0.0,0.03,0.0,0,0,1,0
21033,stageplay,0.0,0.0,0.03,0.0,0,0,1,0
21034,stages,0.2,0.16,0.18,0.09,17,6,7,6
21035,stagger,0.02,0.03,0.03,0.0,2,1,1,0
21036,staggered,0.02,0.03,0.03,0.0,2,1,1,0
21037,staggering,0.02,0.03,0.03,0.0,2,1,1,0
21038,staging,0.2,0.16,0.18,0.09,17,6,7,6
21039,stagings,0.2,0.16,0.18,0.09,17,6,7,6
21040,stagnant,0.0,0.0,0.03,0.01,0,0,1,1
21041,stagnates,0.0,0.03,0.0,0.04,0,1,0,3
21042,stagnation,0.0,0.03,0.0,0.04,0,1,0,3
21043,staid,0.0,0.0,0.03,0.0,0,0,1,0
21044,stain,0.06,0.03,0.1,0.04,5,1,4,3
21045,stained,0.06,0.03,0.1,0.04,5,1,4,3
21046,staining,0.06,0.03,0.1,0.04,5,1,4,3
21047,stains,0.06,0.03,0.1,0.04,5,1,4,3
21048,staircase,0.0,0.03,0.0,0.0,0,1,0,0
21049,stairs,0.0,0.03,0.0,0.0,0,1,0,0
21050,stairways,0.01,0.03,0.0,0.0,1,1,0,0
21051,stairwell,0.0,0.03,0.0,0.0,0,1,0,0
21052,stake,0.02,0.05,0.08,0.06,2,2,3,4
21053,staked,0.02,0.05,0.08,0.06,2,2,3,4
21054,stakes,0.02,0.05,0.08,0.06,2,2,3,4
21055,stalactites,0.0,0.0,0.03,0.0,0,0,1,0
21056,stalagmite,0.01,0.0,0.0,0.0,1,0,0,0
21057,stale,0.0,0.0,0.03,0.0,0,0,1,0
21058,stalk,0.06,0.0,0.1,0.01,5,0,4,1
21059,stalked,0.06,0.0,0.1,0.01,5,0,4,1
21060,stalking,0.06,0.0,0.1,0.01,5,0,4,1
21061,stalks,0.06,0.0,0.1,0.01,5,0,4,1
21062,stallings,0.01,0.0,1.1,0.01,1,0,43,1
21063,stalls,0.01,0.0,1.1,0.01,1,0,43,1
21064,stamina,0.01,0.0,0.0,0.0,1,0,0,0
21065,stammer,0.01,0.03,0.0,0.0,1,1,0,0
21066,stammered,0.01,0.03,0.0,0.0,1,1,0,0
21067,stamp,0.02,0.03,0.0,0.07,2,1,0,5
21068,stamped,0.02,0.03,0.0,0.07,2,1,0,5
21069,stampeding,0.01,0.0,0.0,0.0,1,0,0,0
21070,stamps,0.02,0.03,0.0,0.07,2,1,0,5
21071,stan,0.0,0.0,0.03,0.0,0,0,1,0
21072,stance,0.05,0.03,0.0,0.03,4,1,0,2
21073,stand,0.31,0.26,0.31,0.41,26,10,12,28
21074,standalone,0.01,0.0,0.0,0.0,1,0,0,0
21075,standard,0.02,0.03,0.05,0.14,2,1,2,10
21076,standards,0.02,0.03,0.05,0.14,2,1,2,10
21077,standing,0.31,0.26,0.31,0.41,26,10,12,28
21078,standins,0.0,0.0,0.0,0.01,0,0,0,1
21079,standoff,0.0,0.0,0.03,0.0,0,0,1,0
21080,standout,0.0,0.0,0.03,0.03,0,0,1,2
21081,standouts,0.0,0.0,0.03,0.03,0,0,1,2
21082,stands,0.31,0.26,0.31,0.41,26,10,12,28
21083,standup,0.0,0.0,0.0,0.04,0,0,0,3
21084,stanford,0.0,0.08,0.0,0.0,0,3,0,0
21085,stanley,0.04,0.0,0.03,0.0,3,0,1,0
21086,stanza,0.45,0.29,0.77,0.58,38,11,30,40
21087,stanzaclosing,0.0,0.03,0.0,0.0,0,1,0,0
21088,stanzaic,0.01,0.0,0.0,0.0,1,0,0,0
21089,stanzas,0.45,0.29,0.77,0.58,38,11,30,40
21090,staple,0.06,0.0,0.0,0.01,5,0,0,1
21091,staples,0.06,0.0,0.0,0.01,5,0,0,1
21092,staplesthe,0.01,0.0,0.0,0.0,1,0,0,0
21093,star,0.14,0.26,0.21,0.2,12,10,8,14
21094,starblasted,0.01,0.0,0.0,0.0,1,0,0,0
21095,starbucks,0.01,0.0,0.0,0.01,1,0,0,1
21096,starched,0.01,0.0,0.0,0.0,1,0,0,0
21097,stardust,0.0,0.0,0.03,0.0,0,0,1,0
21098,stare,0.02,0.13,0.08,0.09,2,5,3,6
21099,stared,0.02,0.13,0.08,0.09,2,5,3,6
21100,starer,0.0,0.0,0.0,0.03,0,0,0,2
21101,starers,0.0,0.0,0.0,0.03,0,0,0,2
21102,stares,0.02,0.13,0.08,0.09,2,5,3,6
21103,staring,0.02,0.13,0.08,0.09,2,5,3,6
21104,stark,0.11,0.08,0.15,0.03,9,3,6,2
21105,starker,0.0,0.0,0.0,0.01,0,0,0,1
21106,starkly,0.11,0.08,0.15,0.03,9,3,6,2
21107,starkness,0.11,0.08,0.15,0.03,9,3,6,2
21108,starless,0.0,0.0,0.0,0.01,0,0,0,1
21109,starlight,0.0,0.03,0.03,0.01,0,1,1,1
21110,starling,0.0,0.08,0.03,0.01,0,3,1,1
21111,starlings,0.0,0.08,0.03,0.01,0,3,1,1
21112,starlit,0.01,0.0,0.0,0.0,1,0,0,0
21113,starr,0.0,0.16,0.0,0.0,0,6,0,0
21114,starry,0.0,0.03,0.03,0.0,0,1,1,0
21115,stars,0.14,0.26,0.21,0.2,12,10,8,14
21116,starsand,0.0,0.0,0.0,0.01,0,0,0,1
21117,starshaped,0.01,0.0,0.0,0.0,1,0,0,0
21118,starspangled,0.01,0.0,0.0,0.0,1,0,0,0
21119,starstruck,0.02,0.0,0.0,0.0,2,0,0,0
21120,start,0.31,0.26,0.44,0.22,26,10,17,15
21121,startandstop,0.0,0.0,0.0,0.01,0,0,0,1
21122,started,0.31,0.26,0.44,0.22,26,10,17,15
21123,starters,0.0,0.0,0.0,0.03,0,0,0,2
21124,starting,0.31,0.26,0.44,0.22,26,10,17,15
21125,startle,0.02,0.13,0.23,0.04,2,5,9,3
21126,startled,0.02,0.13,0.23,0.04,2,5,9,3
21127,startles,0.02,0.13,0.23,0.04,2,5,9,3
21128,startling,0.02,0.13,0.23,0.04,2,5,9,3
21129,startlingly,0.02,0.13,0.23,0.04,2,5,9,3
21130,starts,0.31,0.26,0.44,0.22,26,10,17,15
21131,startups,0.0,0.0,0.03,0.03,0,0,1,2
21132,starved,0.01,0.05,0.13,0.0,1,2,5,0
21133,starves,0.01,0.05,0.13,0.0,1,2,5,0
21134,starving,0.01,0.05,0.13,0.0,1,2,5,0
21135,stashes,0.01,0.0,0.0,0.0,1,0,0,0
21136,stasis,0.01,0.03,0.05,0.03,1,1,2,2
21137,state,0.52,0.47,1.03,0.65,44,18,40,45
21138,stated,0.52,0.47,1.03,0.65,44,18,40,45
